id,d_id,viewtype,network,category,data_type,consumable_data,charges,data_name,incentive,validity,time_window,recursive,prorated,deposite,subscription,unsubscription,status_string,offer_status,offer_detail,isms_maincategory_id,description,ussd_string,packagesids,citiesids,status,faqs,baserate,prioritytable,workcode,updatenotes,mainheader,notifydomain,dostatus
1329,168,CallCenter,Jazz,Prepaid,10,"30GB, 150 Other Network Min, 1000 Jazz Min & SMS",NWD Rs. 430 (Incl Tax),Weekly Mega Plus [Routed towards Weekly Super Max],"30GB, 150 Other Network Min, 1000 Jazz Min & SMS",24 Hrs,24 hours,no,na,na,*453#,*453*4#,*453*2#,active,"Dear All Please be informed that Weekly Mega Plus (*453#) will now routed towards Weekly Super Max (*506#). [Effective for 12/8/2023] ------------------------------------------------------------------------------------------------ Weekly Mega Plus (NWD) and GT charges PKR 400 (Incl Tax) have been harmonized now. No call setup charges Offer Name Weekly Mega Plus Offer with Jazz Tamasha Validity:7 Days Weekly Mega Plus USSD:*453# Overage Rate : Rs. 5.0/MB Customer can avail this bundle from our self-service channels i.e., *444# Dial Code.",4566,Check details,*453#,0,nan,A,nan,Rs.5/MB,nan,Description Category Area Weekly Mega Plus Offer - Data - Weekly - Activation Prepaid Offers/Bundles Activation Weekly Mega Plus Offer - Data - Weekly - Information Prepaid Offers/Bundles Information Weekly Mega Plus Offer - Data - Weekly - Complaints - Incentive Issue Prepaid Offers/Bundles Complaints - Incentive Issue Weekly Mega Plus Offer - Data - Weekly - Complaints - Wrong/Over Charging Prepaid Offers/Bundles Complaints - Wrong/Over Charging Weekly Mega Plus Offer - Data - Weekly - Complaints - General Prepaid Offers/Bundles Complaints - General,Dear All Please be informed that Weekly Mega Plus (*453#) will now routed towards Weekly Super Max (*506#). [Effective for 12/8/2023],B2C,"CC - GSM JAZZ,CC - GSM JAZZ,CC - GSM JAZZ,CC - GSM JAZZ",Active
1337,140,CallCenter,Jazz,Prepaid,5,-,-,Daily Mega re-routed to 3 Day Max,-,-,-,-,-,-,-,-,-,-,"Daily Mega Bundle USSD (*117*4# and *864#) is functional but re-routed to 3 Day Max Bundle effective 8th April 2023 Incentive of the Offers subscribed before the change will not be reflected in the status string notification due to offer mechanics change. There will be no impact on exisiting incentive, customer will be able to use it as per the normal behavior, however it will not be reflected in the status notification. Before 8th April, 2023: Customer used to dial *117*4# or *864# to subscribe Daily Mega bundle (1 GB) for Rs 42. After 8th April, 2023: Customer will dial *117*4# or *864#  to subscribe 3 Day Max Bundle (1GB Data, 10 Other Network Min, 1000 Jazz Min , 1000 SMS) for Rs 60.",nan,-,-,0,nan,A,nan,-,nan,For below mentioned scenarios we will not acknowledge any complaint and guide customer accordingly. 3 Day Max is subscribed instead of Daily Mega Offer Status check string for re-routed offers will not work. Incentive addition for re-routed offers will not work. Description Category Area Daily Mega - Data - Daily - Activation Prepaid Offers/Bundles Activation Daily Mega - Data - Daily - Information Prepaid Offers/Bundles Information Daily Mega - Data - Daily - Complaints - Incentive Issue Prepaid Offers/Bundles Complaints - Incentive Issue Daily Mega - Data - Daily - Complaints - Wrong/Over Charging Prepaid Offers/Bundles Complaints - Wrong/Over Charging Daily Mega - Data - Daily - Complaints - General Prepaid Offers/Bundles Complaints - General,Daily Mega Offer re-routed to 3 Day Max Offer,B2C,"CC - GSM JAZZ,CC - RTG,CC - CFL,CC - QA,CE Team,CE VMT,FRA - ALL,EC - RCCH,Business centers,EC - Managers,BO - Outsource,BO - In House,Jazz Q&T,Social Media,Comm Unit,7667 Helpline,CX–PTA CORRESPONDENCE TEAM,FSE groups,Helpdesk_CallCenter,Helpdesk_BackEndTeam,Helpdesk_ExperienceCenter,Helpdesk_Franchise",Active
1345,126,CallCenter,Jazz,Prepaid,10,5GB,NWD : Rs.695 (incl. tax),Monthly Starter Bundle/ Monthly Browser,5GB,30 Days,-,no,na,na,*117*77#,*117*77*4#,*117*77*2#,active,Monthly Starter Bundle/ Monthly Browser (NWD) and GT charges PKR 652 (incl. tax)  have been harmonized now. Multiple subscriptions are allowed New incentive will be added and validity considered will be of last subscription Overage rate is PKR 2.25/ MB,4568,Monthly Browser:,*117*77#,0,nan,A,nan,Rs.5/MB,nan,Description Category Area Monthly Browser - Data - Monthly - Activation Prepaid Offers/Bundles Activation Monthly Browser - Data - Monthly - Information Prepaid Offers/Bundles Information Monthly Browser - Data - Monthly - Complaints - Incentive Issue Prepaid Offers/Bundles Complaints - Incentive Issue Monthly Browser - Data - Monthly - Complaints - Wrong/Over Charging Prepaid Offers/Bundles Complaints - Wrong/Over Charging Monthly Browser - Data - Monthly - Complaints - General Prepaid Offers/Bundles Complaints - General,Revision in price,B2C,CC - GSM JAZZ,Active
1409,50,CallCenter,Jazz,Prepaid,10,-,FOC,Jazz Balance Saver Offer,-,30 Days,-,Yes,-,-,*275#,*275*4#,-,-,"On dialing the string *275#, subscriber’s PayG and Overage usage will be disabled, saving him/her from unintended out of bundle deduction of balance. The service is available to all prepaid tariff users nationwide.PayG/Overage is disable for the subscriber Terms & Conditions: •    Offer will be Automatically re-subscribed after every 30 days unless the consumer chooses to unsubscribe •    Offer is available for all Prepaid subscribers •    Offer is also available for subscription through CSR TB with product name“ Balance Saver” • In case of any balance deduction complaint customer need to be facilitated via Adjustment complaint as per existing process after complete system consultation",5026,The service is aimed at reducing accidental balance deduction of consumers on expiry/usage of bundle data incentive,*275#,0,nan,A,nan,Rs.0,nan,Description Balance Saver - Data - Monthly - Activation Balance Saver - Data - Monthly - Information Balance Saver - Data - Monthly - Complaints - Wrong/Over Charging Balance Saver - Data - Monthly - Complaints - General,nan,B2C,"CC - GSM JAZZ,CC - GSM JAZZ,CC - GSM JAZZ,CC - GSM JAZZ",Active
1429,161,CallCenter,Jazz,Prepaid,10,50 GBs (12 AM – 9 AM),Rs.100Incl Tax,Monthly Extreme (Routed to Weekly Extreme),50 GBs (12 AM – 9 AM),7 Days,50 GBs (12 AM – 9 AM),No,No,-,*117*34#,*117*34*4#,*117*34*2#,active,"Important Points: - Monthly Extreme has been routed to Weekly Extreme (Weekly Late Night Offer *117*1#) effective from 22 July 2023 - New mechanics will be applied if existing subscribers activate the revised offer. The old incentive will be removed after the already assigned expiry and a new incentive will be added as per new rules/incentives/validity - Only new incentives would be visible if an existing subscriber with Monthly Extreme Offer gets subscribed to the Weekly offer after re-routing and dials USSD for status check *117*34*2#. However, the incentive from his/her previous Monthly Extreme offer would be usable till the expiry",4443,Late Night Weekly Offer,*117*34#,0,nan,A,nan,Rs.5/MB,nan,Monthly Extreme Data Sim - Data - Monthly - Activation Monthly Extreme Data Sim - Data - Monthly - Information Monthly Extreme Data Sim - Data - Monthly - Complaints - Incentive Issue Monthly Extreme Data Sim - Data - Monthly - Complaints - Wrong/Over Charging Monthly Extreme Data Sim - Data - Monthly - Complaints - General,"Important Points: - Monthly Extreme has been routed to Weekly Extreme (Weekly Late Night Offer *117*1#) effective from 22 July 2023 - New mechanics will be applied if existing subscribers activate the revised offer. The old incentive will be removed after the already assigned expiry and a new incentive will be added as per new rules/incentives/validity - Only new incentives would be visible if an existing subscriber with Monthly Extreme Offer gets subscribed to the Weekly offer after re-routing and dials USSD for status check *117*34*2#. However, the incentive from his/her previous Monthly Extreme offer would be usable till the expiry",B2C,"CC - GSM JAZZ,CC - GSM JAZZ,CC - GSM JAZZ,CC - GSM JAZZ",Active
1437,54,CallCenter,Jazz,Prepaid,10,10GB + 10GB,150,HEC Weekly Bundle,10GB + 10GB,7 Days,See Offer Details,No,No,-,*635#,*635*4#,*635*2#,Active,Incentive: 10GB all internet access (8AM– 6PM) 10GB access to HEC Whitelisted websites (24 hrs.) 1    https://hec.gov.pk/english/pages/home.aspx 2    http://npm.hec.gov.pk/ 3    http://103.4.92.7/ 4    http://pern.edu.pk/ 5    http://pu.edu.pk/ 6    https://lums.edu.pk/ 7    http://www.pieas.edu.pk/ 8    http://nust.edu.pk/ 9    https://www.neduet.edu.pk/ 10    https://salu.edu.pk/ 11    https://szabist.edu.pk/ 12    https://numl.edu.pk/ 13    https://iub.edu.pk/ 14    https://eportal.hec.gov.pk/ 15    https://edutv.hec.gov.pk/ •    Offer can only be subscribed if the HEC Taleem Parent offer is already subscribed •    Product subscription will be done through USSD String,5032,10GB all internet access (8AM– 6PM) 10GB access to HEC Whitelisted websites (24 hrs.),-,0,nan,A,nan,Rs 2/MB,nan,HEC Knowledge Bundles - Data - Monthly - Activation HEC Knowledge Bundles - Data - Monthly - Information HEC Knowledge Bundles - Data - Monthly - Complaints - Incentive Issue HEC Knowledge Bundles - Data - Monthly - Complaints - Wrong/Over Charging HEC Knowledge Bundles - Data - Monthly - Complaints - General,Work codes addition,B2C,CC - GSM JAZZ,Active
1445,55,CallCenter,Jazz,Prepaid,10,20GB + 20GB,Rs.600 Incl Tax,HEC Monthly Bundle 1,20GB + 20GB,30 Days,See Offer Details,No,No,-,*636#,*636*4#,*636*2#,-,Incentive: 20GB all internet access (10 GB 2AM- 2PM) 20GB access to HEC Whitelisted websites (24 hours) 1    https://hec.gov.pk/english/pages/home.aspx 2    http://npm.hec.gov.pk/ 3    http://103.4.92.7/ 4    http://pern.edu.pk/ 5    http://pu.edu.pk/ 6    https://lums.edu.pk/ 7    http://www.pieas.edu.pk/ 8    http://nust.edu.pk/ 9    https://www.neduet.edu.pk/ 10    https://salu.edu.pk/ 11    https://szabist.edu.pk/ 12    https://numl.edu.pk/ 13    https://iub.edu.pk/ 14    https://eportal.hec.gov.pk/ 15    https://edutv.hec.gov.pk/ •    Product subscription will be done through USSD String •    Offer can only be subscribed if the HEC Taleem Parent offer is already subscribed,5033,"Dear Customer, to enjoy 20GB all internet access (10GB 2AM– 2PM), 10GB access to HEC Whitelisted websites (24 hrs.) for an entire month in Rs.600(incl.tax) please dial *636#. Status *636*2#",-,0,nan,A,nan,Rs 2/MB,nan,HEC Knowledge Bundles - Data - Monthly - Activation HEC Knowledge Bundles - Data - Monthly - Information HEC Knowledge Bundles - Data - Monthly - Complaints - Incentive Issue HEC Knowledge Bundles - Data - Monthly - Complaints - Wrong/Over Charging HEC Knowledge Bundles - Data - Monthly - Complaints - General,Work Codes addition,B2C,CC - GSM JAZZ,Active
1453,112,CallCenter,Jazz,Prepaid,9,65GB/Month(3Month offer),Rs5652.17 (incl Tax) - 3 Month Bundle,MBB 3 Months 36GB Bundle (65GB Now),65GB/Month(3Month offer),50GB/Month(3Month offer),-,-,-,-,*117*15#(3 Months offer),*117*15*4#,*117*17*2#(3 Months offer),Active,"Important Note: Bundle is available in MBB section in CSR TB Price will be displayed as 0 due to recurrant nature of bundle Rs6500 Recharge Following are the offer mechanics: • User can recharge device, subscribe, check status & un-subscribe MBB 3 Month bundle by connecting to Device WIFI and: o logon to http://jazz.wifi/ or http://192.168.1.1 or use Jazz WIFI app o Select USSD option, and dial above mentioned strings • Customer can also use Jazz Cash to recharge his device • Offer is available for Service Class 62 (MBB SIM) & Service Class 18 (Data SIM) • Multiple subscriptions of 3 months bundle are not allowed, however, users can simultaneously subscribe to any other bundle • Volume quota will not be carried forward from one 30 day cycle to another, i.e. any remaining MBs will expire after every cycle. • In case customer un-subscribes to 3 months bundle: o MBs for current month will remain valid o MBs for any remaining months will expire • Internet offers can be subscribed and consumed in 2G, 3G and LTE networks • PAYG & Overage charging is not allowed on this data price plan. Users have to purchase broadband bundles to access internet • All bundles are once off & will not auto subscribe, for bundle subscription go to nearest Jazz retailer • For AJK, above prices are balance amount and not recharge amount required for bundle subscriptions • Now these bundles are available in Retailer Upsell *964# & MBB Menu *6363#",4172,-,-,0,nan,A,nan,Not Applicable,nan,Description Category Area MBB 3 Months 36GB Bundle (50GB Now) - Data - 3 Monthly - Activation Dongle Wingle Offers/Bundles Activation MBB 3 Months 36GB Bundle (50GB Now) - Data - 3 Monthly - Information Dongle Wingle Offers/Bundles Information MBB 3 Months 36GB Bundle (50GB Now) - Data - 3 Monthly - Complaints - Incentive Issue Dongle Wingle Offers/Bundles Complaints - Incentive Issue MBB 3 Months 36GB Bundle (50GB Now) - Data - 3 Monthly - Complaints - Wrong/Over Charging Dongle Wingle Offers/Bundles Complaints - Wrong/Over Charging MBB 3 Months 36GB Bundle (50GB Now) - Data - 3 Monthly - Complaints - General Dongle Wingle Offers/Bundles Complaints - General,WCs are updated,B2C,"CC - GSM JAZZ,CC - RTG,CC - CFL,CE Team,CP,FRA - ALL,Business centers,EC - Managers,Jazz Q&T,Social Media,Comm Unit",Active
1461,61,CallCenter,Jazz,Prepaid,9,100 GB/Month(6 Month Offer),Rs. Rs12173.91(incl Tax) - 6 Month Bundle,MBB 6 Months 75GB Bundle (100GB Now),100 GB/Month(6 Month Offer),100 GB/Month(6 Month Offer),-,-,-,-,*117*16#,*117*16*4#,*117*18*2#,Active,"Important Note: Bundle is available in MBB section in CSR TB Price will be displayed as 0 due to recurrant nature of bundle Following are the offer mechanics: • User can recharge device, subscribe, check status & un-subscribe MBB 6 Month bundle by connecting to Device WIFI and: o logon to http://jazz.wifi/ or http://192.168.1.1 or use Jazz WIFI app o Select USSD option, and dial above mentioned strings • Customer can also use Jazz Cash to recharge his device • Offer is available for Service Class 62 (MBB SIM) & Service Class 18 (Data SIM) • Multiple subscriptions of 6 months bundle are not allowed, however, users can simultaneously subscribe to any other bundle • Volume quota will not be carried forward from one 30 day cycle to another, i.e. any remaining MBs will expire after every cycle. • In case customer un-subscribes to 6 months bundle: o MBs for current month will remain valid o MBs for any remaining months will expire • Internet offers can be subscribed and consumed in 2G, 3G and LTE networks • PAYG & Overage charging is not allowed on this data price plan. Users have to purchase broadband bundles to access internet • All bundles are once off & will not auto subscribe, for bundle subscription go to nearest Jazz retailer • For AJK, above prices are balance amount and not recharge amount required for bundle subscriptions • Now these bundles are available in Retailer Upsell *964# & MBB Menu *6363# Recharge Price of 14000",4173,-,-,0,nan,A,nan,Not Applicable,nan,Description Category Area MBB 6 Months 75GB Bundle (100GB Now) - Data - 6 Monthly - Activation Dongle Wingle Offers/Bundles Activation MBB 6 Months 75GB Bundle (100GB Now) - Data - 6 Monthly - Information Dongle Wingle Offers/Bundles Information MBB 6 Months 75GB Bundle (100GB Now) - Data - 6 Monthly - Complaints - Wrong/Over Charging Dongle Wingle Offers/Bundles Complaints - Wrong/Over Charging MBB 6 Months 75GB Bundle (100GB Now) - Data - 6 Monthly - Complaints - General Dongle Wingle Offers/Bundles Complaints - General,WCs are updated,B2C,"CC - GSM JAZZ,CC - RTG,CC - QA,CE Team,FRA - ALL,EC - Managers,Jazz Q&T,Social Media,Comm Unit",Active
1476,62,CallCenter,Jazz,Prepaid,10,100GB/Month,"PKR-/2086.95 bundle incl. tax , Rs2400 Recharge",MBB Super LBC Offer (Karachi),100GB,30 Days,-,No,-,-,*117*80#,*117*80*4#,*117*80*2#,-,"Offer is available for MBB sim (62 class) & Data sim ( 18 class )only No Overage & PYG applicable on Dongle or Data SIM. Offer can be subscribed from anywhere, however incentive is valid in mentioned areas only. Detailed site list for incentive validity is attached. Data allowance can be used on both 2G/3G/4G network subject to Broadband device and network coverage. Offer can be subscribed multiple times, incentive would be added and latest validity would be applicable User can also subscriber / Unsubscribe to MBB LBC offer through http://jazz.wifi/index.htm or http://192.168.1.1","443,839,614,331",Offer is currently available in Karachi only,*117*80#,0,nan,A,"2G LAC 3G LAC 4G TAC 10403 3119 31271 10430 3242 42062 10241 3123 32401 10276 3243 31171 403 3128 31201 10260 3118 31221 10262 3250 32441 10249 7 32511 10244 3124 32411 10400 3240 31151 10404 3116 32451 10428 3121 31161 10438 3239 32391 10245 3115 31231 10407 3246 32421 10406 3127 31211 10255 3122 31181 406 3244 31241 10446 3120 32461 7 3241 31191 10432 3251 32501 10405 3117 32431 10261 3245 33211 10411 3321 31281 10256 50411 10401 50236 10277 10299 10278 10234 10237 10238 10239 10275 10271 10248 10235 10268 10250 10269 <span style=""font-famil",nan,nan,nan,nan,nan,nan,nan
1513,67,CallCenter,Jazz,Prepaid,3,15GB,"Rs. 630.43 (inc tax) , Recharge required Rs 725",Monthly Smart-Data SIM,7.5GB (24hr) + 7.5GB (1am-9am),30 Days,24 HRS,no,na,na,*117*35#,*117*35*4#,*117*35*2#,active,"Rs628 Recharge • Customer can subscribe these bundles from USSD string and through retailer • It will be a Once Off offer, customer has to re-subscribe to avail this offer again • Multiple Subscriptions will be allowed, and MB quota will add-up and be valid as per latest subscription • These bundles can be subscribed with New Sales Offer (Free Facebook & WhatsApp 4GB for 30days) • In addition to above bundles, customers can also subscribe to other MBB/Data SIM bundles as well. For details: https://shop.jazz.com.pk/4gdevices/ • Subscriber will get maximum speed based on ""Best efforts"" in 2G+3G+4G network • No PYG or Overage rate will be applicable after bundle consumption. Usage will stop on as soon as quota finishes, unless some other bundle is subscribed • Time Based - LNO incentive will have higher priority, i.e. night GBs will be consumed first before any 24hr MBs and can be utilized during 1am-9am • These Tariff Plans are implemented for AJK & Rest of Pakistan • This offer is only for Data SIM customers (SC18), and not available to MBB or other prepaid customers",nan,Monthly Smart bundle for Data SIMs only,*117*35#,0,nan,A,nan,Rs.5/MB,nan,Description Category Area Monthly Smart Data SIM - Data - Monthly - Activation Dongle Wingle Offers/Bundles Activation Monthly Smart Data SIM - Data - Monthly - Information Dongle Wingle Offers/Bundles Information Monthly Smart Data SIM - Data - Monthly - Complaints - Incentive Issue Dongle Wingle Offers/Bundles Complaints - Incentive Issue Monthly Smart Data SIM - Data - Monthly - Complaints - Wrong/Over Charging Dongle Wingle Offers/Bundles Complaints - Wrong/Over Charging Monthly Smart Data SIM - Data - Monthly - Complaints - General Dongle Wingle Offers/Bundles Complaints - General,WCs are updated,B2C,"CC - GSM JAZZ,CC - GSM JAZZ,CC - GSM JAZZ,CC - GSM JAZZ",Active
1521,68,CallCenter,Jazz,Prepaid,3,10GB (24hr) + 10GB (1am-9am),"Rs.339.13, Recharge Required Rs. 390",weekly Mega-Data SIM,10GB (24hr) + 10GB (1am-9am),7days,24 HRS,no,na,na,*117*48#,*117*48*4#,*117*48*2#,active,"Offer Mechanics: • Customer can subscribe these bundles from USSD string and through retailer • It will be a Once Off offer, customer has to re-subscribe to avail this offer again • Multiple Subscriptions will be allowed, and MB quota will add-up and be valid as per latest subscription • These bundles can be subscribed with New Sales Offer (Free Facebook & WhatsApp 4GB for 30days) • In addition to above bundles, customers can also subscribe to other MBB/Data SIM bundles as well. For details: https://shop.jazz.com.pk/4gdevices/ • Subscriber will get maximum speed based on ""Best efforts"" in 2G+4G network • No PYG or Overage rate will be applicable after bundle consumption. Usage will stop on as soon as quota finishes, unless some other bundle is subscribed • Time Based - LNO incentive will have higher priority, i.e. night GBs will be consumed first before any 24hr MBs and can be utilized during 1am-9am • These Tariff Plans are implemented for AJK & Rest of Pakistan • This offer is only for Data SIM customers (SC18), and not available to MBB or other prepaid customers",nan,Weekly Bundle for Data SIM  only,*117*48#,0,nan,A,nan,Rs.5/MB,nan,Weekly Mega Data SIM - Data - Weekly - Activation Dongle Wingle Offers/Bundles Activation Weekly Mega Data SIM - Data - Weekly - Information Dongle Wingle Offers/Bundles Information Weekly Mega Data SIM - Data - Weekly - Complaints - Wrong/Over Charging Dongle Wingle Offers/Bundles Complaints - Wrong/Over Charging Weekly Mega Data SIM - Data - Weekly - Complaints - General Dongle Wingle Offers/Bundles Complaints - General,WCs are updated,B2C,CC - GSM JAZZ,Active
1561,85,CallCenter,Jazz,Prepaid,5,up to 650MB(WhatsApp Only),Rs 1.5,Super Whatsapp Offer(Jazz Free Whatsapp Offer),65MB(Parent) Upto 585MB(Child),Same Day Midnight(Child Offer),24 HRS,Yes,na,na,*225#,*225*4#,*225*2#,active,"Offer Mechanics 65 MBs Whatsapp will be posted instantly upon subscription to *225#. 65 MBs usable for WhatsApp will be posted on each on-net, off-net, landline and international call only up to 9 calls in a day. IVR calls are excluded from qualification. Incentive is applicable on both bundle and base rate voice calls. Max accumulated incentive can be 650 MBs with mid-night expiry. New counter will start after midnight i.e. 12:00 am. Incentive will be posted after the end of the call. Incentive posting will vary depending on the network load at the time. Incentive on a new a call will only be triggered if incentive of the previous is received. For example if 2nd call is generated before receiving incentive of the 1st call, no incentive will be posted for that call however customer will still be eligible for 9 calls for the day. All features of WhatsApp are included in this offer. Offer is auto-recursive and in case of balance less than Rs.1.5 it will be un-subscribed Actual internet speed will depend on multiple factors like sim, device, web pages accessed, time of day, number of simultaneous users, distance from 2G/4G site etc. Overage rate of Rs.2.25/MB will be applicable if no other data/hybrid bundle is subscribed & complete WhatsApp incentive is exhausted before midnight expiry (12:00 am).",nan,Super WhatsApp offer,*225#,0,nan,A,If the customer already has subscribed to the previous offer the counter of the New offer will run first and after the awarding of 585MB the Offer incentive will be posted.,Rs.5/MB,Priority is higher than All Daily Social Bundle,Daily Whatsapp Offer - Data - Daily - Activation Daily Whatsapp Offer - Data - Daily - Information Daily Whatsapp Offer - Data - Daily - Complaints - Incentive Issue Daily Whatsapp Offer - Data - Daily - Complaints - Wrong/Over Charging Daily Whatsapp Offer - Data - Daily - Complaints - General,nan,B2C,"CC - GSM JAZZ,CC - CFL,CC - QA",Active
1569,77,CallCenter,Jazz,Postpaid,10,-,Rs.3638.35 [Excl Tax],Monthly Ultimate - Bolt On,75GB,-,24 hrs,Yes,Yes,-,CRM / SiMOSA / *446# / *443# / *441# / WhatsApp,CRM / SiMOSA / *446# / *443# / *441# / WhatsApp,-,-,"Customer can avail this bundle from our self-service channels i.e.,WhatsApp 03003008000.","27,184,234",Monthly Ultimate data offer 55GBs @ Rs.2183.01+Tax Dial *446#,-,0,nan,A,"Applicable on all existing Consumer Postpaid subscribers [Jazz & Warid], New SIM Sales, Pre to Post Conversions, and Port-Ins All other mechanics of the Bundle remain the same",As per PP,nan,"Proposed Work Code Description Monthly Ultimate - Data - Monthly - Activation In case customer request to activate Monthly Ultimate Monthly Ultimate - Data - Monthly - Deactivation In case customer request to deactivate Monthly Ultimate Monthly Ultimate - Data - Monthly - Information In case customer inquire product information (price,validity,incentive,etc) for Monthly Ultimate Monthly Ultimate - Data - Monthly - Complaints - Incentive Issue In case customer complaint for issues related to incentive (early expiry,less incentive posted, incentive utilization, etc) for Monthly Ultimate Monthly Ultimate - Data - Monthly - Complaints - Wrong/Over Charging In case customer complaint for issues related to line rent wrongly charged for Monthly Ultimate Monthly Ultimate - Data - Monthly - Complaints - General In case customer complaint any other issue other than specified above for Monthly Ultimate",Revision in price and incentive,B2C,CC - GSM JAZZ,Active
1577,79,CallCenter,Jazz,Postpaid,10,-,Rs.2183.01 [Excl Tax],Monthly Super / Monthly Mega,40GB,-,24 hrs,Yes,Yes,-,CRM / Simosa / *446# / *443# / *441# / WhatsApp,CRM / Simosa / *446# / *443# / *441# / WhatsApp,-,*2222#,"This Bolt-On is not  available on Jazz Red Packages Monthly Super or monthly Mega •    Products are pro-ratable, available on monthly recurring basis •    Free Data Incentive are prorated and synchronized with the bill day •    Customers can subscribe to only one Data bundle at one point in time •    Free Data Incentive will not apply during International Roaming •    Products are available for postpaid consumer subscribers only (not corporate) •    All other product mechanics stay the same Note: Customer can avail this bundle from our self-service channels i.e.,WhatsApp 03003008000, *446# Dial Code.",2718,-,-,0,nan,A,All other mechanics of the bundles remain the same,As per package plan,nan,"Proposed Work Code Area Description Monthly Super - Data - Monthly - Activation Activation In case customer request to activate Monthly Super Monthly Super - Data - Monthly - Deactivation Deactivation In case customer request to deactivate Monthly Super Monthly Super - Data - Monthly - Information Information In case customer inquire product information (price,validity,incentive,etc) for Monthly Super Monthly Super - Data - Monthly - Complaints - Incentive Issue Complaints - Incentive Issue In case customer complaint for issues related to incentive (early expiry,less incentive posted, incentive utilization, etc) for Monthly Super Monthly Super - Data - Monthly - Complaints - Wrong/Over Charging Complaints - Wrong/Over Charging In case customer complaint for issues related to line rent wrongly charged for Monthly Super Monthly Super - Data - Monthly - Complaints - General Complaints - General In case customer complaint any other issue other than specified above for Monthly Super",Revision in price and incentive,B2C,CC - GSM JAZZ,Active
1585,80,CallCenter,Jazz,Postpaid,10,-,Rs.2183.01  [Excl Tax],Monthly Supreme,40GB,-,24 hrs,Yes,Yes,-,CRM / JW / *446#,CRM / JW / *446#,-,*2222#,"•    Products are pro-ratable, available on monthly recurring basis •    Free Data Incentive are prorated and synchronized with the bill day •    Free Data Incentive will not apply during International Roaming •    Products are available for postpaid consumer subscribers only (not corporate)",2718,-,-,0,nan,A,nan,As per package plan,nan,"Proposed Work Code Description Monthly Supreme - Data - Monthly - Activation In case customer request to activate Monthly Supreme Monthly Supreme - Data - Monthly - Deactivation In case customer request to deactivate Monthly Supreme Monthly Supreme - Data - Monthly - Information In case customer inquire product information (price,validity,incentive,etc) for Monthly Supreme Monthly Supreme - Data - Monthly - Complaints - Incentive Issue In case customer complaint for issues related to incentive (early expiry,less incentive posted, incentive utilization, etc) for Monthly Supreme Monthly Supreme - Data - Monthly - Complaints - Wrong/Over Charging In case customer complaint for issues related to line rent wrongly charged for Monthly Supreme Monthly Supreme - Data - Monthly - Complaints - General In case customer complaint any other issue other than specified above for Monthly Supreme",Revision in price and incentive,B2C,"CC - GSM JAZZ,CC - QA,CE VMT,FRA - ALL,Business centers,EC - Managers,MKT - Segments,BO - Outsource,BO - In House,Jazz Q&T,Social Media,Comm Unit,CX–PTA CORRESPONDENCE TEAM,FSE groups",Active
1593,81,CallCenter,Jazz,Postpaid,10,10GB,Rs.709.48 [Excl Tax],Monthly Premium,10GB,30 Days,24 hrs,Yes,Yes,-,CRM / Simosa / *446# / *443# / *441# / WhatsApp / *441*1#,CRM / Simosa / *446# / *443# / *441# / WhatsApp,-,*2222#,"•    Products can be subscribed via CRM/JW/existing *443# menu •    Products are pro-ratable, available on monthly recurring basis •    Free Data Incentive are prorated and synchronized with the bill day •    Customers can subscribe to only one Data bundle at one point in time •    Free Data Incentive will not apply during International Roaming •    Products are available for postpaid consumer subscribers only (not corporate) •    All other product mechanics stay the same Customer can avail this bundle from our self-service channels i.e., *444# Dial Code.",2718,-,-,0,nan,A,"•    Subject changes are applicable on new subscriptions only for now •    Subject changes are live for both Warid and Jazz subscribers •    Changes for existing subscribers will be made as per Bill Cycles starting from 8th April 2021 •    All other mechanics of the bundles remain the same *Social GBs usable for Facebook, WhatsApp, and Twitter only.",As per package plan,nan,"Proposed Work Code Description Monthly Premium - Data - Monthly - Activation In case customer request to activate Monthly Premium Monthly Premium - Data - Monthly - Deactivation In case customer request to deactivate Monthly Premium Monthly Premium - Data - Monthly - Information In case customer inquire product information (price,validity,incentive,etc) for Monthly Premium Monthly Premium - Data - Monthly - Complaints - Incentive Issue In case customer complaint for issues related to incentive (early expiry,less incentive posted, incentive utilization, etc) for Monthly Premium Monthly Premium - Data - Monthly - Complaints - Wrong/Over Charging In case customer complaint for issues related to line rent wrongly charged for Monthly Premium Monthly Premium - Data - Monthly - Complaints - General In case customer complaint any other issue other than specified above for Monthly Premium",Channels are updated,B2C,"CC - GSM JAZZ,CC - QA,CE VMT,FRA - ALL,Business centers,EC - Managers,MKT - Segments,BO - Outsource,BO - In House,Jazz Q&T,CC: Credit & Collection,Social Media,Comm Unit,CX–PTA CORRESPONDENCE TEAM,FSE groups",Active
