Id,D_ID,ViewType,Network,Category,DATA_TYPE,Consumable_Data,Charges,Data_Name,Incentive,Validity,Time_Window,Recursive,Prorated,Deposite,Subscription,Unsubscription,Status_String,Offer_Status,Offer_Detail,ISMS_MainCategory_ID,Description,Created_BY,Created_Date,URL,Modify_BY,Modify_Date,USSD_String,Files,oVideos,PackagesIds,CitiesIds,CompalintIds,Status,FAQs,BaseRate,PriorityTable,Workcode,UpdateNotes,MainHeader,NotifyDomain,DOStatus,ExpiredFrom,Emails,SUB_MEDIUM,UNSUB_MEDIUM,,,,,,
19,3,ExperienceCenter,Jazz,Postpaid,10,1 GB,Rs.363.83 [Excl Tax],Data Add-On 1,1 GB,30 DAYS,24,No,Advanced,-,*446#,-,-,-,"<p>Customer can avail this bundle from our self-service channels i.e.,WhatsApp 03003008000, *446# Dial Code</p> ",NULL,1 GB,anum.khan3,29:35.5,~/DataOffer/,muhammad.zaid,17:46.8,*446#,NULL,NULL,0,NULL,NULL,A,NULL,2.39+Tax/MB,NULL,"<table cellspacing=""0""> 	<tbody> 		<tr> 			<td>1 GB Add On - Data - Monthly - Complaints - Wrong/Over Charging</td> 		</tr> 		<tr> 			<td>1 GB Add On - Data - Monthly - Complaints - General</td> 		</tr> 		<tr> 			<td>1 GB Add On - Data - Monthly - Activation</td> 		</tr> 		<tr> 			<td>1 GB Add On - Data - Monthly - Information</td> 		</tr> 		<tr> 			<td>1 GB Add On - Data - Monthly - Complaints - Incentive Issue</td> 		</tr> 	</tbody> </table> ",<p>WCs are updated</p> ,B2C,CC - RTG,Active,NULL,NULL,NULL,NULL,,,,,,
20,3,Franchise,Jazz,Postpaid,10,1 GB,Rs.363.83 [Excl Tax],Data Add-On 1,1 GB,30 DAYS,24,No,Advanced,-,*446#,-,-,-,"<p>Customer can avail this bundle from our self-service channels i.e.,WhatsApp 03003008000, *446# Dial Code</p> ",NULL,1 GB,anum.khan3,29:35.5,~/DataOffer/,muhammad.zaid,26:53.6,*446#,NULL,NULL,0,NULL,NULL,A,NULL,2.39+Tax/MB,NULL,"<table cellspacing=""0""> 	<tbody> 		<tr> 			<td>1 GB Add On - Data - Monthly - Complaints - Wrong/Over Charging</td> 		</tr> 		<tr> 			<td>1 GB Add On - Data - Monthly - Complaints - General</td> 		</tr> 		<tr> 			<td>1 GB Add On - Data - Monthly - Activation</td> 		</tr> 		<tr> 			<td>1 GB Add On - Data - Monthly - Information</td> 		</tr> 		<tr> 			<td>1 GB Add On - Data - Monthly - Complaints - Incentive Issue</td> 		</tr> 	</tbody> </table> ",<p>WCs are updated</p> ,B2C,CC - RTG,Active,NULL,NULL,NULL,NULL,,,,,,
21,4,BackEndTeam,Jazz,Postpaid,10,2GB,Rs.436.6 [Excl Tax],Data Add-On 2,2000,30,24,No,Advanced,-,*446#,-,*2222#,-,"<p>Customer can avail this bundle from our self-service channels i.e.,WhatsApp 03003008000, *446# Dial Code</p> ",NULL,2GB,anum.khan3,34:29.5,~/DataOffer/,muhammad.zaid,00:31.2,*446#,NULL,NULL,0,NULL,NULL,A,NULL,2.39+Tax/MB,NULL,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""width:941px""> 	<tbody> 		<tr> 			<td dir=""LTR"">Description</td> 			<td dir=""LTR"">Category</td> 			<td dir=""LTR"">Area</td> 		</tr> 		<tr> 			<td dir=""LTR"">2000 MB Add On - Data - Monthly - Activation</td> 			<td dir=""LTR"">Postpaid Offers/Bundles</td> 			<td dir=""LTR"">Activation</td> 		</tr> 		<tr> 			<td dir=""LTR"">2000 MB Add On - Data - Monthly - Information</td> 			<td dir=""LTR"">Postpaid Offers/Bundles</td> 			<td dir=""LTR"">Information</td> 		</tr> 		<tr> 			<td dir=""LTR"">2000 MB Add On - Data - Monthly - Complaints - Incentive Issue</td> 			<td dir=""LTR"">Postpaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - Incentive Issue</td> 		</tr> 		<tr> 			<td dir=""LTR"">2000 MB Add On - Data - Monthly - Complaints - Wrong/Over Charging</td> 			<td dir=""LTR"">Postpaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - Wrong/Over Charging</td> 		</tr> 		<tr> 			<td dir=""LTR"">2000 MB Add On - Data - Monthly - Complaints - General</td> 			<td dir=""LTR"">Postpaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - General</td> 		</tr> 	</tbody> </table> ",<p>WCs are updated</p> ,B2C,CC - RTG,Active,NULL,NULL,NULL,NULL,,,,,,
22,4,CallCenter,Jazz,Postpaid,10,2GB,Rs.436.6 [Excl Tax],Data Add-On 2,2000,30,24,No,Advanced,-,*446#,-,*2222#,-,"<p>Customer can avail this bundle from our self-service channels i.e.,WhatsApp 03003008000, *446# Dial Code</p> ",NULL,2GB,anum.khan3,34:29.5,~/DataOffer/,muhammad.zaid,00:31.2,*446#,NULL,NULL,0,NULL,NULL,A,NULL,2.39+Tax/MB,NULL,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""width:941px""> 	<tbody> 		<tr> 			<td dir=""LTR"">Description</td> 			<td dir=""LTR"">Category</td> 			<td dir=""LTR"">Area</td> 		</tr> 		<tr> 			<td dir=""LTR"">2000 MB Add On - Data - Monthly - Activation</td> 			<td dir=""LTR"">Postpaid Offers/Bundles</td> 			<td dir=""LTR"">Activation</td> 		</tr> 		<tr> 			<td dir=""LTR"">2000 MB Add On - Data - Monthly - Information</td> 			<td dir=""LTR"">Postpaid Offers/Bundles</td> 			<td dir=""LTR"">Information</td> 		</tr> 		<tr> 			<td dir=""LTR"">2000 MB Add On - Data - Monthly - Complaints - Incentive Issue</td> 			<td dir=""LTR"">Postpaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - Incentive Issue</td> 		</tr> 		<tr> 			<td dir=""LTR"">2000 MB Add On - Data - Monthly - Complaints - Wrong/Over Charging</td> 			<td dir=""LTR"">Postpaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - Wrong/Over Charging</td> 		</tr> 		<tr> 			<td dir=""LTR"">2000 MB Add On - Data - Monthly - Complaints - General</td> 			<td dir=""LTR"">Postpaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - General</td> 		</tr> 	</tbody> </table> ",<p>WCs are updated</p> ,B2C,CC - RTG,Active,NULL,NULL,NULL,NULL,,,,,,
23,4,ExperienceCenter,Jazz,Postpaid,10,2GB,Rs.436.6 [Excl Tax],Data Add-On 2,2000,30,24,No,Advanced,-,*446#,-,*2222#,-,"<p>Customer can avail this bundle from our self-service channels i.e.,WhatsApp 03003008000, *446# Dial Code</p> ",NULL,2GB,anum.khan3,34:29.5,~/DataOffer/,muhammad.zaid,00:31.2,*446#,NULL,NULL,0,NULL,NULL,A,NULL,2.39+Tax/MB,NULL,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""width:941px""> 	<tbody> 		<tr> 			<td dir=""LTR"">Description</td> 			<td dir=""LTR"">Category</td> 			<td dir=""LTR"">Area</td> 		</tr> 		<tr> 			<td dir=""LTR"">2000 MB Add On - Data - Monthly - Activation</td> 			<td dir=""LTR"">Postpaid Offers/Bundles</td> 			<td dir=""LTR"">Activation</td> 		</tr> 		<tr> 			<td dir=""LTR"">2000 MB Add On - Data - Monthly - Information</td> 			<td dir=""LTR"">Postpaid Offers/Bundles</td> 			<td dir=""LTR"">Information</td> 		</tr> 		<tr> 			<td dir=""LTR"">2000 MB Add On - Data - Monthly - Complaints - Incentive Issue</td> 			<td dir=""LTR"">Postpaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - Incentive Issue</td> 		</tr> 		<tr> 			<td dir=""LTR"">2000 MB Add On - Data - Monthly - Complaints - Wrong/Over Charging</td> 			<td dir=""LTR"">Postpaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - Wrong/Over Charging</td> 		</tr> 		<tr> 			<td dir=""LTR"">2000 MB Add On - Data - Monthly - Complaints - General</td> 			<td dir=""LTR"">Postpaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - General</td> 		</tr> 	</tbody> </table> ",<p>WCs are updated</p> ,B2C,CC - RTG,Active,NULL,NULL,NULL,NULL,,,,,,
24,4,Franchise,Jazz,Postpaid,10,2GB,Rs.436.6 [Excl Tax],Data Add-On 2,2000,30,24,No,Advanced,-,*446#,-,*2222#,-,"<p>Customer can avail this bundle from our self-service channels i.e.,WhatsApp 03003008000, *446# Dial Code</p> ",NULL,2GB,anum.khan3,34:29.5,~/DataOffer/,muhammad.zaid,26:16.1,*446#,NULL,NULL,0,NULL,NULL,A,NULL,2.39+Tax/MB,NULL,"<table border=""0"" cellpadding=""0"" cellspacing=""0"" style=""width:941px""> 	<tbody> 		<tr> 			<td dir=""LTR"">Description</td> 			<td dir=""LTR"">Category</td> 			<td dir=""LTR"">Area</td> 		</tr> 		<tr> 			<td dir=""LTR"">2000 MB Add On - Data - Monthly - Activation</td> 			<td dir=""LTR"">Postpaid Offers/Bundles</td> 			<td dir=""LTR"">Activation</td> 		</tr> 		<tr> 			<td dir=""LTR"">2000 MB Add On - Data - Monthly - Information</td> 			<td dir=""LTR"">Postpaid Offers/Bundles</td> 			<td dir=""LTR"">Information</td> 		</tr> 		<tr> 			<td dir=""LTR"">2000 MB Add On - Data - Monthly - Complaints - Incentive Issue</td> 			<td dir=""LTR"">Postpaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - Incentive Issue</td> 		</tr> 		<tr> 			<td dir=""LTR"">2000 MB Add On - Data - Monthly - Complaints - Wrong/Over Charging</td> 			<td dir=""LTR"">Postpaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - Wrong/Over Charging</td> 		</tr> 		<tr> 			<td dir=""LTR"">2000 MB Add On - Data - Monthly - Complaints - General</td> 			<td dir=""LTR"">Postpaid Offers/Bundles</td> 			<td dir=""LTR"">Complaints - General</td> 		</tr> 	</tbody> </table> ",<p>WCs are updated</p> ,B2C,CC - RTG,Active,NULL,NULL,NULL,NULL,,,,,,
25,5,BackEndTeam,Jazz,Postpaid,10,4 GB,Rs.582.14 [Excl Tax],4 GB Add-On,4 GB,30,24,No,Advance and non recursive,-,*446#,-,*1111#,-,NULL,4970,4 GB Add-On only for 30 days,anum.khan3,37:12.5,~/DataOffer/,naveed.aslam,02:13.4,*446#,NULL,NULL,0,NULL,NULL,A,NULL,2.39+Tax/MB,NULL,"<table cellspacing=""0"" style=""border-collapse:collapse; width:696px""> 	<tbody> 		<tr> 			<td style=""border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:1px solid black; height:19px; text-align:center; vertical-align:middle; white-space:nowrap; width:695px""><span style=""font-size:15px""><span style=""font-family:&quot;Calibri Light&quot;,sans-serif""><span style=""color:black"">4 GB Add On - Data - Monthly - Complaints - Wrong/Over Charging</span></span></span></td> 		</tr> 		<tr> 			<td style=""border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:none; height:19px; text-align:center; vertical-align:middle; white-space:nowrap""><span style=""font-size:15px""><span style=""font-family:&quot;Calibri Light&quot;,sans-serif""><span style=""color:black"">4 GB Add On - Data - Monthly - Complaints - General</span></span></span></td> 		</tr> 		<tr> 			<td style=""border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:none; height:19px; text-align:center; vertical-align:middle; white-space:nowrap""><span style=""font-size:15px""><span style=""font-family:&quot;Calibri Light&quot;,sans-serif""><span style=""color:black"">4 GB Add On - Data - Monthly - Activation</span></span></span></td> 		</tr> 		<tr> 			<td style=""border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:none; height:19px; text-align:center; vertical-align:middle; white-space:nowrap""><span style=""font-size:15px""><span style=""font-family:&quot;Calibri Light&quot;,sans-serif""><span style=""color:black"">4 GB Add On - Data - Monthly - Information</span></span></span></td> 		</tr> 		<tr> 			<td style=""border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:none; height:19px; text-align:center; vertical-align:middle; white-space:nowrap""><span style=""font-size:15px""><span style=""font-family:&quot;Calibri Light&quot;,sans-serif""><span style=""color:black"">4 GB Add On - Data - Monthly - Complaints - Incentive Issue</span></span></span></td> 		</tr> 	</tbody> </table> ",<p>revision in price</p> ,B2C,CC - GSM JAZZ,Active,NULL,NULL,NULL,NULL,,,,,,
26,5,CallCenter,Jazz,Postpaid,10,4 GB,Rs.582.14 [Excl Tax],4 GB Add-On,4 GB,30,24,No,Advance and non recursive,-,*446#,-,*1111#,-,NULL,4970,4 GB Add-On only for 30 days,anum.khan3,37:12.5,~/DataOffer/,naveed.aslam,02:13.4,*446#,NULL,NULL,0,NULL,NULL,A,NULL,2.39+Tax/MB,NULL,"<table cellspacing=""0"" style=""border-collapse:collapse; width:696px""> 	<tbody> 		<tr> 			<td style=""border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:1px solid black; height:19px; text-align:center; vertical-align:middle; white-space:nowrap; width:695px""><span style=""font-size:15px""><span style=""font-family:&quot;Calibri Light&quot;,sans-serif""><span style=""color:black"">4 GB Add On - Data - Monthly - Complaints - Wrong/Over Charging</span></span></span></td> 		</tr> 		<tr> 			<td style=""border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:none; height:19px; text-align:center; vertical-align:middle; white-space:nowrap""><span style=""font-size:15px""><span style=""font-family:&quot;Calibri Light&quot;,sans-serif""><span style=""color:black"">4 GB Add On - Data - Monthly - Complaints - General</span></span></span></td> 		</tr> 		<tr> 			<td style=""border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:none; height:19px; text-align:center; vertical-align:middle; white-space:nowrap""><span style=""font-size:15px""><span style=""font-family:&quot;Calibri Light&quot;,sans-serif""><span style=""color:black"">4 GB Add On - Data - Monthly - Activation</span></span></span></td> 		</tr> 		<tr> 			<td style=""border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:none; height:19px; text-align:center; vertical-align:middle; white-space:nowrap""><span style=""font-size:15px""><span style=""font-family:&quot;Calibri Light&quot;,sans-serif""><span style=""color:black"">4 GB Add On - Data - Monthly - Information</span></span></span></td> 		</tr> 		<tr> 			<td style=""border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:none; height:19px; text-align:center; vertical-align:middle; white-space:nowrap""><span style=""font-size:15px""><span style=""font-family:&quot;Calibri Light&quot;,sans-serif""><span style=""color:black"">4 GB Add On - Data - Monthly - Complaints - Incentive Issue</span></span></span></td> 		</tr> 	</tbody> </table> ",<p>revision in price</p> ,B2C,CC - GSM JAZZ,Active,NULL,NULL,NULL,NULL,,,,,,
27,5,ExperienceCenter,Jazz,Postpaid,10,4 GB,Rs.582.14 [Excl Tax],4 GB Add-On,4 GB,30,24,No,Advance and non recursive,-,*446#,-,*1111#,-,NULL,4970,4 GB Add-On only for 30 days,anum.khan3,37:12.5,~/DataOffer/,naveed.aslam,02:13.4,*446#,NULL,NULL,0,NULL,NULL,A,NULL,2.39+Tax/MB,NULL,"<table cellspacing=""0"" style=""border-collapse:collapse; width:696px""> 	<tbody> 		<tr> 			<td style=""border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:1px solid black; height:19px; text-align:center; vertical-align:middle; white-space:nowrap; width:695px""><span style=""font-size:15px""><span style=""font-family:&quot;Calibri Light&quot;,sans-serif""><span style=""color:black"">4 GB Add On - Data - Monthly - Complaints - Wrong/Over Charging</span></span></span></td> 		</tr> 		<tr> 			<td style=""border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:none; height:19px; text-align:center; vertical-align:middle; white-space:nowrap""><span style=""font-size:15px""><span style=""font-family:&quot;Calibri Light&quot;,sans-serif""><span style=""color:black"">4 GB Add On - Data - Monthly - Complaints - General</span></span></span></td> 		</tr> 		<tr> 			<td style=""border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:none; height:19px; text-align:center; vertical-align:middle; white-space:nowrap""><span style=""font-size:15px""><span style=""font-family:&quot;Calibri Light&quot;,sans-serif""><span style=""color:black"">4 GB Add On - Data - Monthly - Activation</span></span></span></td> 		</tr> 		<tr> 			<td style=""border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:none; height:19px; text-align:center; vertical-align:middle; white-space:nowrap""><span style=""font-size:15px""><span style=""font-family:&quot;Calibri Light&quot;,sans-serif""><span style=""color:black"">4 GB Add On - Data - Monthly - Information</span></span></span></td> 		</tr> 		<tr> 			<td style=""border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:none; height:19px; text-align:center; vertical-align:middle; white-space:nowrap""><span style=""font-size:15px""><span style=""font-family:&quot;Calibri Light&quot;,sans-serif""><span style=""color:black"">4 GB Add On - Data - Monthly - Complaints - Incentive Issue</span></span></span></td> 		</tr> 	</tbody> </table> ",<p>revision in price</p> ,B2C,CC - GSM JAZZ,Active,NULL,NULL,NULL,NULL,,,,,,
28,5,Franchise,Jazz,Postpaid,10,4 GB,Rs.582.14 [Excl Tax],4 GB Add-On,4 GB,30,24,No,Advance and non recursive,-,*446#,-,*1111#,-,NULL,4970,4 GB Add-On only for 30 days,anum.khan3,37:12.5,~/DataOffer/,naveed.aslam,46:22.2,*446#,NULL,NULL,0,NULL,NULL,A,NULL,2.39+Tax/MB,NULL,"<table cellspacing=""0"" style=""border-collapse:collapse; width:696px""> 	<tbody> 		<tr> 			<td style=""border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:1px solid black; height:19px; text-align:center; vertical-align:middle; white-space:nowrap; width:695px""><span style=""font-size:15px""><span style=""font-family:&quot;Calibri Light&quot;,sans-serif""><span style=""color:black"">4 GB Add On - Data - Monthly - Complaints - Wrong/Over Charging</span></span></span></td> 		</tr> 		<tr> 			<td style=""border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:none; height:19px; text-align:center; vertical-align:middle; white-space:nowrap""><span style=""font-size:15px""><span style=""font-family:&quot;Calibri Light&quot;,sans-serif""><span style=""color:black"">4 GB Add On - Data - Monthly - Complaints - General</span></span></span></td> 		</tr> 		<tr> 			<td style=""border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:none; height:19px; text-align:center; vertical-align:middle; white-space:nowrap""><span style=""font-size:15px""><span style=""font-family:&quot;Calibri Light&quot;,sans-serif""><span style=""color:black"">4 GB Add On - Data - Monthly - Activation</span></span></span></td> 		</tr> 		<tr> 			<td style=""border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:none; height:19px; text-align:center; vertical-align:middle; white-space:nowrap""><span style=""font-size:15px""><span style=""font-family:&quot;Calibri Light&quot;,sans-serif""><span style=""color:black"">4 GB Add On - Data - Monthly - Information</span></span></span></td> 		</tr> 		<tr> 			<td style=""border-bottom:1px solid black; border-left:1px solid black; border-right:1px solid black; border-top:none; height:19px; text-align:center; vertical-align:middle; white-space:nowrap""><span style=""font-size:15px""><span style=""font-family:&quot;Calibri Light&quot;,sans-serif""><span style=""color:black"">4 GB Add On - Data - Monthly - Complaints - Incentive Issue</span></span></span></td> 		</tr> 	</tbody> </table> ",<p>revision in price</p> ,B2C,CC - GSM JAZZ,Active,NULL,NULL,NULL,NULL,,,,,,
29,6,BackEndTeam,Jazz,Postpaid,2,-,Rs.2.39/MB,3G Pay As You Use,As per usage,Unlimited,24,-,-,-,*446#,-,NA,NULL,NULL,NULL,"Rs.2.39/MB (Inclusive of Tax) for All Postpaid Consumer Subs , Activation option is received after consumption of Mini/Max",anum.khan3,42:08.7,~/DataOffer/29,anum.khan3,29:27.0,*446#,NULL,NULL,0,2778,NULL,D,NULL,Rs.2.39/MB,NULL,NULL,NULL,B2C,NULL,Active,NULL,NULL,NULL,NULL,,,,,,
30,6,BackEndTeam,Warid,Postpaid,2,-,Rs.2.39/MB,3G Pay As You Use,As per usage,Unlimited,24,-,-,-,*446#,-,NA,NULL,NULL,NULL,"Rs.2.39/MB (Inclusive of Tax) for All Postpaid Consumer Subs , Activation option is received after consumption of Mini/Max",anum.khan3,42:08.7,~/DataOffer/30,ce.dev,46:33.9,*446#,NULL,NULL,0,2778,NULL,D,NULL,Rs.2.39/MB,NULL,NULL,NULL,B2C,NULL,Active,NULL,NULL,NULL,NULL,,,,,,
31,6,CallCenter,Jazz,Postpaid,2,-,Rs.2.39/MB,3G Pay As You Use,As per usage,Unlimited,24,-,-,-,*446#,-,NA,NULL,NULL,NULL,"Rs.2.39/MB (Inclusive of Tax) for All Postpaid Consumer Subs , Activation option is received after consumption of Mini/Max",anum.khan3,42:08.7,~/DataOffer/31,anum.khan3,29:24.4,*446#,NULL,NULL,0,2778,NULL,D,NULL,Rs.2.39/MB,NULL,NULL,NULL,B2C,NULL,Active,NULL,NULL,NULL,NULL,,,,,,
32,6,CallCenter,Warid,Postpaid,2,-,Rs.2.39/MB,3G Pay As You Use,As per usage,Unlimited,24,-,-,-,*446#,-,NA,NULL,NULL,NULL,"Rs.2.39/MB (Inclusive of Tax) for All Postpaid Consumer Subs , Activation option is received after consumption of Mini/Max",anum.khan3,42:08.8,~/DataOffer/32,ce.dev,46:33.9,*446#,NULL,NULL,0,2778,NULL,D,NULL,Rs.2.39/MB,NULL,NULL,NULL,B2C,NULL,Active,NULL,NULL,NULL,NULL,,,,,,
33,6,ExperienceCenter,Jazz,Postpaid,2,-,Rs.2.39/MB,3G Pay As You Use,As per usage,Unlimited,24,-,-,-,*446#,-,NA,NULL,NULL,NULL,"Rs.2.39/MB (Inclusive of Tax) for All Postpaid Consumer Subs , Activation option is received after consumption of Mini/Max",anum.khan3,42:08.8,~/DataOffer/33,anum.khan3,29:21.5,*446#,NULL,NULL,0,2778,NULL,D,NULL,Rs.2.39/MB,NULL,NULL,NULL,B2C,NULL,Active,NULL,NULL,NULL,NULL,,,,,,
34,6,ExperienceCenter,Warid,Postpaid,2,-,Rs.2.39/MB,3G Pay As You Use,As per usage,Unlimited,24,-,-,-,*446#,-,NA,NULL,NULL,NULL,"Rs.2.39/MB (Inclusive of Tax) for All Postpaid Consumer Subs , Activation option is received after consumption of Mini/Max",anum.khan3,42:08.8,~/DataOffer/34,ce.dev,46:33.9,*446#,NULL,NULL,0,2778,NULL,D,NULL,Rs.2.39/MB,NULL,NULL,NULL,B2C,NULL,Active,NULL,NULL,NULL,NULL,,,,,,
35,6,Franchise,Jazz,Postpaid,2,-,Rs.2.39/MB,3G Pay As You Use,As per usage,Unlimited,24,-,-,-,*446#,-,NA,NULL,NULL,NULL,"Rs.2.39/MB (Inclusive of Tax) for All Postpaid Consumer Subs , Activation option is received after consumption of Mini/Max",anum.khan3,42:08.8,~/DataOffer/35,anum.khan3,29:19.5,*446#,NULL,NULL,0,2778,NULL,D,NULL,Rs.2.39/MB,NULL,NULL,NULL,B2C,NULL,Active,NULL,NULL,NULL,NULL,,,,,,
36,6,Franchise,Warid,Postpaid,2,-,Rs.2.39/MB,3G Pay As You Use,As per usage,Unlimited,24,-,-,-,*446#,-,NA,NULL,NULL,NULL,"Rs.2.39/MB (Inclusive of Tax) for All Postpaid Consumer Subs , Activation option is received after consumption of Mini/Max",anum.khan3,42:08.8,~/DataOffer/36,ce.dev,46:33.9,*446#,NULL,NULL,0,2778,NULL,D,NULL,Rs.2.39/MB,NULL,NULL,NULL,B2C,NULL,Active,NULL,NULL,NULL,NULL,,,,,,
